Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
39	61.72039	0.7768033	65.961525	56.70487	62.03772	0.0	62.03772	62.03772	15.996	16.0	155999	-3.8446016	27.984285	145.24881	-72.09399	4.1394725	1.0662988	1441.8644707202911
40	61.733917	0.8283649	66.99387	56.78242	62.03772	0.0	62.03772	62.03772	16.004	16.0	159999	-3.562627	28.291134	155.90137	-60.240604	3.8676465	0.9440263	1488.2008900642395
41	61.701023	0.8241832	65.76439	56.56018	62.03772	0.0	62.03772	62.03772	16.0	16.0	163999	-3.719247	27.982922	134.62775	-60.90351	4.0136504	0.905606	1535.0333497524261
42	61.592384	1.1289132	65.71079	56.52105	62.03772	0.0	62.03772	62.03772	16.028	16.0	167999	-3.7262058	27.952812	129.81097	-55.07639	4.005597	0.84185064	1582.1139690876007
43	61.554985	1.7215518	62.672905	38.528584	62.03772	0.0	62.03772	62.03772	15.98	16.0	171999	-3.7398102	27.83789	132.30124	-56.378788	4.0300655	0.8651557	1629.3751306533813
44	61.767567	0.49245623	62.667927	56.71253	62.03772	0.0	62.03772	62.03772	15.976	16.0	175999	-4.0349045	27.566628	111.15739	-55.659767	4.3045707	0.75406533	1675.9153861999512
45	61.735992	0.67791706	64.17638	56.802624	62.03772	0.0	62.03772	62.03772	16.008	16.0	179999	-4.058738	27.54498	100.948875	-50.703327	4.327389	0.6810136	1723.8926794528961
46	61.744366	0.80372965	67.058716	56.65164	62.03772	0.0	62.03772	62.03772	16.004	16.0	183999	-4.082359	27.47629	104.15302	-47.570724	4.3363056	0.65622693	1771.2311573028564
47	61.73551	0.7108891	66.68814	56.542217	62.03772	0.0	62.03772	62.03772	15.996	16.0	187999	-4.091633	27.509014	104.35591	-53.517345	4.339377	0.64910364	1819.4624738693237
48	61.64377	0.9951798	66.88193	56.656384	62.03772	0.0	62.03772	62.03772	16.02	16.0	191999	-4.1638975	27.422716	101.59003	-56.328655	4.4003243	0.6062156	1865.1828944683075
49	61.575607	1.0756545	62.754074	56.54885	62.03772	0.0	62.03772	62.03772	16.008	16.0	195999	-4.233537	27.403313	105.939896	-53.38713	4.466179	0.57974684	1913.0805940628052
50	61.678383	1.0239167	62.683243	48.97498	62.03772	0.0	62.03772	62.03772	15.972	16.0	199999	-4.37701	27.310472	99.80241	-58.16333	4.607054	0.594	1961.3504719734192
